Xhosa (xh)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
umbusi	0	0	0	0	0	0	0	0	0	0
gxi niniswa	0	0	0	0	0	0	0	0	0	0
gxi ninisa	0	0	0	0	0	0	0	0	0	1
gxi ninisa	0	0	0	0	0	0	0	0	0	0
bukhosi	0	0	0	0	0	0	0	0	0	0
emagqabini	0	0	0	0	0	0	0	0	0	0
bugcisa	0	0	0	0	0	0	0	0	0	0
baqeshe	0	0	0	0	0	0	0	0	0	1
umqeshi	0	0	0	0	0	0	0	0	0	0
yengqesho	0	0	0	0	0	0	0	0	0	0
i-emporium	0	0	0	0	0	0	0	0	0	0
xhobisa	1	0	0	0	0	0	0	0	0	0
ngqinela	0	0	0	0	0	0	0	0	0	0
nganto	0	0	0	0	0	0	0	1	0	0
ukuxhomekeka	0	0	0	0	0	0	0	0	0	0
ezingenanto	0	0	0	0	0	0	0	0	0	0
ku landela	1	0	0	0	0	0	0	0	0	0
emulsion	0	0	0	0	0	0	0	0	0	0
kunceda	1	0	0	0	0	0	0	0	0	1
amandla	1	0	0	0	0	0	0	0	0	1
uyenze	0	0	0	0	0	0	0	0	0	0
umthetho	0	0	0	0	0	0	0	0	0	0
koqweqwe lwawo	0	0	0	0	0	0	0	0	0	0
zenkampu	0	0	0	0	0	0	0	0	0	0
mnandi	1	0	0	1	0	0	1	0	1	0
bhenkce	1	0	0	0	0	0	1	0	0	1
nwabisa	1	0	0	1	0	0	1	0	0	0
umtsalane	0	0	0	0	0	0	0	0	0	0
zijikeleze	0	0	0	0	0	0	0	0	0	0
ngeenxa zonke	0	0	0	0	0	0	0	0	0	0
enclave	0	1	0	0	0	0	0	0	0	0
zifake	0	0	0	0	0	0	0	0	0	0
ukudibanisa	0	0	0	0	0	0	0	0	0	0
ziquka	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	0	0	0	0	0	0	0
dibana	0	0	0	0	0	0	0	0	0	0
khuthaza	1	0	0	0	0	0	1	0	0	1
khuthazo	1	0	0	0	0	0	0	0	0	0
ukudibanisa	0	0	0	0	0	0	0	0	0	0
ukudibana	0	1	0	0	0	1	0	0	0	0
kubhala	0	0	0	0	0	0	0	0	0	0
ukuxubusha	0	1	1	0	0	1	0	1	0	0
encyclopedia	1	0	0	0	0	0	0	0	0	1
isiphelo	0	0	0	0	0	0	0	0	0	0
yingozi	0	1	0	1	0	1	0	0	0	0
se mngciphekweni	0	1	0	0	0	1	0	0	0	0
uzame	1	0	0	1	0	0	0	0	0	0
iphelile	0	0	0	0	0	0	0	0	0	0
ziphela	0	1	0	0	1	1	0	1	0	0
siphelo	0	0	0	0	0	0	0	0	0	0
elingapheliyo	1	1	1	0	0	1	1	1	0	1
endocarditis	0	0	0	0	0	1	0	1	0	0
u kuvunywa	0	0	0	0	0	0	0	0	0	0
isithuba	1	0	0	0	0	0	0	0	0	1
linikezelwe	1	0	0	0	0	0	0	0	0	0
isabelo	1	0	0	0	0	0	0	0	0	1
amaphephancwadi	0	0	0	0	0	0	0	0	0	0
i siphelo	0	0	0	0	0	0	0	0	0	0
nya mezela	1	0	0	0	0	0	0	0	0	0
nya mezela	1	0	0	0	0	0	0	0	0	0
enema	0	0	0	0	1	0	0	0	0	0
lutshaba	0	1	1	0	1	1	0	0	0	0
amandla	1	0	0	0	0	0	0	0	0	0
amandla	0	0	0	0	0	0	0	0	0	0
nya nzelisa	1	1	1	0	0	1	0	0	0	0
ukunyanzeliswa	0	1	0	0	0	0	0	0	0	0
nxaxheba	0	0	0	0	0	0	0	0	0	0
zibandakanya	1	0	0	1	0	0	1	0	0	1
nxaxheba	0	0	0	0	0	0	0	0	0	0
nxaxheba	1	0	0	0	0	0	1	0	0	1
zenzeke	0	0	0	0	0	0	0	0	0	0
injini	0	0	0	0	0	0	0	0	0	0
njineli	0	0	0	0	0	0	0	0	0	0
zobunjineli	0	0	0	0	0	0	0	0	0	0
ukudweba	0	0	0	0	0	0	0	0	0	0
zidweliswe	0	0	0	0	0	0	0	0	0	0
umdwebo	0	0	0	0	0	0	0	0	0	0
ukudweba	0	0	0	0	0	0	0	0	0	0
zixakeke	0	0	0	0	0	0	0	0	0	0
xhaphaza	0	0	0	0	0	0	0	0	0	0
zifake	0	0	0	1	0	0	0	0	0	0
phucula	1	0	0	0	0	0	0	0	0	0
enzima	0	0	0	0	0	0	0	0	0	0
enigmatic	0	1	0	0	0	1	0	0	0	0
yalela	0	0	0	0	0	0	0	0	0	0
nwabele	1	0	0	1	0	0	1	0	0	1
nandipha	1	0	0	1	0	0	1	0	0	1
kwandiswa	0	0	0	0	0	0	0	0	0	0
ukwandiswa	0	0	0	0	0	0	0	0	0	0
ku khanyisa	1	0	0	0	0	0	1	0	0	1
ku khanyiswa	1	0	0	0	0	0	1	0	0	1
ubhale	0	0	0	0	0	0	0	0	0	0
liweyo	1	0	0	0	0	0	1	0	1	1
ubutha	0	1	1	0	0	1	0	1	0	0
omkhulu	0	0	0	0	0	0	0	0	0	0
kakhulu	0	0	0	0	0	0	0	0	0	0
kakhulu	0	0	0	0	0	0	0	0	0	0
phucula	1	0	0	0	0	0	0	0	0	0
bhalisa	0	0	0	1	0	0	0	0	0	1
ndawonye	1	0	0	0	0	0	0	0	0	1
umqondiso	1	0	0	0	0	0	0	0	0	0
khoboka	0	1	0	0	0	0	0	0	0	0
khoboka	0	1	1	0	1	1	0	1	0	0
u khoboka	0	1	0	0	0	0	0	0	0	0
qulunqwa	0	0	0	0	0	0	0	0	0	0
ukuqinisekisa	0	0	0	0	0	0	0	0	0	0
ndakanya	0	0	0	0	0	0	0	0	0	0
ngxakini	0	1	1	0	1	1	0	1	0	0
u kungena	0	1	0	0	0	0	0	0	0	0
ukungena	0	0	0	0	0	0	0	0	0	0
shishini	0	0	0	0	0	0	0	0	0	0
ukungena	1	0	0	0	0	0	0	0	0	0
nwabisa	1	0	0	0	0	0	1	0	0	0
zi kholiswa	1	0	0	0	0	0	1	0	0	0
nwabisa	1	0	0	1	0	0	1	0	0	0
lonwabo	1	0	0	1	0	0	1	0	1	1
nomdla	1	0	0	1	0	0	1	0	1	0
nomdla	1	0	0	1	0	0	1	0	1	0
bahende	0	0	0	0	0	0	0	0	0	0
ngokupheleleyo	0	0	0	0	0	0	0	0	0	0
ngokupheleleyo	0	0	0	0	0	0	0	0	0	0
lungelo	0	0	0	0	0	0	0	0	0	0
iqumrhu	0	0	0	0	0	0	0	0	0	0
entomology	0	0	0	0	0	0	0	0	0	0
zithintela	0	1	0	0	1	0	0	0	0	0
Ukungena	0	0	0	0	0	0	0	0	0	0
bongoza	0	0	0	0	0	0	0	0	0	0
ngenisa	0	0	0	0	0	0	0	0	0	0
usomashishini	0	0	0	0	0	0	0	0	0	0
zibeke	0	0	0	0	0	0	0	0	0	1
ukungena	0	0	0	0	0	0	0	0	0	0
kubhala	0	0	0	0	0	0	0	0	0	0
ukuhlawula	0	0	0	0	0	0	0	0	0	0
mvulophu	0	0	0	0	0	0	0	0	0	0
nomona	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	1	0	0	0	0	0	0	0	0	0
ngileyo	0	0	0	0	0	0	0	0	0	0
ezikufutshane	0	0	0	0	0	0	0	0	0	0
kucinga	0	0	0	0	0	0	0	0	0	0
umthunywa	0	0	0	0	0	0	0	0	0	0
ephemeral	0	0	0	0	0	0	0	0	0	0
ephemeris	1	0	0	0	0	0	0	0	0	0
epic	1	0	0	0	0	0	0	0	0	0
bhubhane	0	1	1	1	1	1	0	1	1	0
epidermis	0	0	0	0	0	0	0	0	0	0
ukuxhamla	0	1	0	0	0	0	0	0	0	0
ipilo	0	0	0	0	0	0	0	0	0	0
episcopal	0	0	0	0	0	0	0	0	0	1
isiqendu	0	0	0	0	0	0	0	0	0	0
episodic	0	0	0	0	0	0	0	0	0	0
incwadi	0	0	0	0	0	0	0	0	0	0
epitaphfa	0	0	0	0	0	0	0	1	0	0
epithet	0	0	0	0	0	0	0	0	0	0
i-epitome	1	0	0	0	0	0	0	0	0	0
epoch	0	0	0	0	0	0	0	0	0	0
lingana	0	0	0	0	0	0	0	0	0	0
lingana	1	0	0	0	0	0	1	0	0	1
ukulingana	0	0	0	0	0	0	0	0	0	0
zilingana	0	0	0	0	0	0	0	0	0	0
ngokulinganayo	1	0	0	0	0	0	0	0	0	0
lingana	0	0	0	0	0	0	0	0	0	0
equation	0	0	0	0	0	0	0	0	0	0
equator	0	0	0	0	0	0	0	0	0	0
equatorial	0	0	0	0	0	0	0	0	0	0
equestrian	0	0	0	0	0	0	0	0	0	0
equidistant	0	0	0	0	0	0	0	0	0	0
ukulingana	0	0	0	0	0	0	0	0	0	0
ukulingana	1	0	0	0	0	0	0	0	0	0
kuxhobisa	0	0	0	0	0	0	0	0	0	0
izixhobo	0	0	0	0	0	0	0	0	0	0
ngokulinganayo	0	0	0	0	0	0	0	0	0	0
ubulungisa	1	0	0	0	0	0	0	0	0	0
ngokulinganayo	0	0	0	0	0	0	0	0	0	0
lingana	0	0	0	0	0	0	0	0	0	0
ngokulinganayo	0	0	0	0	0	0	0	0	0	0
xesha	0	0	0	0	0	0	0	0	0	0
phelisa	0	1	1	0	0	0	0	0	0	0
ku pheliswa	0	1	1	0	1	1	0	0	0	0
ukucima	0	1	0	0	0	1	0	0	0	0
ukucima	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ukumisa	0	0	0	0	0	0	0	0	0	0
ukulungiswa	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ukuphazamiseka	0	0	0	0	0	0	0	0	0	0
ukuguguleka	0	1	0	0	0	0	0	0	0	0
utywala	1	1	0	1	0	0	1	0	1	1
ilahlekile	0	1	0	0	0	0	0	0	0	0
ngenye indlela	1	0	0	1	0	0	0	0	0	1
ulahlekile	0	1	0	0	0	0	0	0	0	0
e ngqi	0	1	0	0	0	0	0	0	1	0
i-erratum	0	1	0	0	0	0	0	0	0	0
ephosakeleyo	0	1	0	0	0	0	0	0	0	0
mpazamo	0	1	0	0	0	0	0	1	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
i-erudite	1	0	0	0	0	0	0	0	0	0
kuqhuma	0	1	1	0	0	0	0	0	1	0
ukuqhuma	0	1	1	0	0	1	0	0	1	0
ukunyuka	0	0	0	0	0	0	0	0	0	0
kukhula	0	1	1	0	0	0	0	0	0	0
escalator	0	0	0	0	0	0	0	0	0	0
ubaleke	1	1	0	1	0	1	0	0	0	0
basinda	0	0	0	0	0	1	0	0	0	0
iscarpment	0	0	0	0	0	0	0	0	0	0
kuhlola	0	1	1	0	0	0	0	1	0	0
ukuhamba	0	0	0	0	0	0	0	0	0	1
esoteric	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
u bukhosi	0	1	0	0	0	0	0	0	0	0
ukuhlala	0	0	0	0	0	0	0	0	0	0
ngqondweni	1	0	0	0	0	0	0	0	0	0
incoko	0	0	0	0	0	0	0	0	0	0
intetho	0	0	0	0	0	0	0	0	0	0
ngundoqo	0	0	0	0	0	0	0	0	0	0
kubalulekile	1	0	0	0	0	0	0	0	0	0
ngo kwenene	0	0	0	0	0	0	0	0	0	0
ukuseka	0	0	0	0	0	0	0	0	0	1
sekiwe	1	0	0	0	0	0	1	0	0	0
kusekwa	0	0	0	0	0	0	0	0	0	0
ifa	0	0	0	0	0	0	0	0	0	0
ixabiso	1	0	0	0	0	0	1	1	0	1
ishetic	1	0	0	0	0	0	0	0	0	0
qi kelela	0	0	0	0	0	0	0	0	0	0
qi kelelo	0	0	0	0	0	0	0	0	0	0
estoppel	0	0	0	0	0	0	0	0	0	0
hlukana	0	1	0	0	0	0	0	0	0	0
estrogen	0	0	0	0	0	0	0	0	0	0
nxwemeni	0	0	0	0	0	0	0	0	0	0
etch	0	0	0	0	0	0	0	0	0	0
ukufakwa	0	0	0	0	0	0	0	0	0	0
ngonaphakade	0	0	0	0	0	0	0	0	0	0
ngonaphakade	0	0	0	0	0	0	0	0	0	0
ethanol	0	0	0	0	0	0	0	0	0	0
ether	0	0	0	0	0	0	0	0	0	0
ekhoyo	0	0	0	0	0	1	0	0	0	0
yokuziphatha	1	0	0	0	0	0	0	0	0	0
yokuziphatha	1	0	0	0	0	0	0	0	0	0
ethnography	0	0	0	0	0	0	0	0	0	0
etiology	0	0	0	0	0	0	0	0	0	0
umyalelo	0	0	0	0	0	0	0	0	0	0
etymology	0	0	0	0	0	0	0	0	0	0
kudala	0	0	0	0	0	0	0	0	0	0
eugenics	0	0	0	0	0	0	0	0	0	0
eulogy	0	0	0	0	0	0	0	0	0	0
utywala	0	0	0	0	0	0	0	0	0	0
euthanasia	0	1	0	0	0	1	0	1	0	0
kuphuma	0	1	0	0	0	1	0	0	0	0
ukukhutshwa	0	1	0	0	0	0	0	0	0	0
baleka	0	1	1	0	1	1	0	0	0	0
vavanyo	0	0	0	0	0	0	0	0	0	0
evanescence	0	0	0	0	0	0	0	1	1	0
ngevangeli	0	0	0	0	0	0	0	0	0	0
mvangeli	0	0	0	0	0	0	0	0	0	0
shu mayela	0	0	0	0	0	0	0	0	0	0
kuphuma	0	0	0	0	0	0	0	0	0	0
ukuphepha	0	1	0	0	0	1	0	1	0	0
eve	0	0	0	0	0	0	0	0	0	0
ngokuhlwa	0	0	0	0	0	0	0	0	0	0
ganeko	0	0	0	0	0	0	0	0	0	0
kwenzeka	0	0	0	0	0	0	0	0	0	0
gqi beleni	0	0	0	1	0	0	0	0	0	0
kubakho	0	0	0	1	0	1	0	0	0	0
isiqhelo	1	0	0	0	0	0	1	0	0	1
ngonaphakade	1	0	0	0	0	0	0	0	0	0
ngonaphakade	0	0	0	0	0	0	0	0	0	0
yonke imihla	0	0	0	0	0	0	0	0	0	0
ukukhupha	0	1	0	0	0	0	0	1	0	0
kukhutshwa	0	1	1	0	1	1	0	1	0	0
ubungqina	0	0	0	0	0	0	0	0	0	0
kubonakala	1	0	0	0	0	0	0	0	0	1
bubi	0	1	1	0	1	1	0	1	0	0
ukuvusa	0	0	0	0	0	0	0	0	0	0
yindalo	1	0	0	0	0	0	0	0	0	0
kuguquka	0	0	0	0	0	0	0	0	0	0
ewe	0	0	0	0	0	0	0	0	0	0
ngxakini	0	1	0	0	0	0	0	0	0	0
ukucima	0	1	1	0	0	1	0	0	0	0
zifuna	0	1	0	0	0	0	0	0	0	0
xelela	0	1	1	0	0	0	0	0	0	0
xhobisa	0	1	0	0	0	0	0	0	0	0
ukunyaniseka	0	0	0	0	0	0	0	0	0	0
pha kamisa	1	0	0	1	0	0	1	0	0	1
ukuphakanyiswa	1	0	0	0	0	0	1	0	0	1
waphakanyiswa	1	0	0	0	0	0	1	0	0	1
vavanyo	0	0	0	0	0	0	0	0	0	0
uviwo	0	1	0	0	0	1	0	0	1	0
bahlole	0	0	0	0	0	0	0	0	0	0
mviwo	0	0	0	0	0	0	0	0	0	0
ukucaphukisa	0	1	1	0	1	0	0	0	0	0
cima	0	0	0	0	0	0	0	0	0	0
ukucandwa	0	1	0	1	0	0	0	0	1	0
umfuyi	0	0	0	0	0	0	0	0	0	0
kudlule	1	0	0	1	0	0	1	0	0	0
kudlula	0	0	0	0	0	0	0	0	0	0
phambili	1	0	0	1	0	0	1	0	1	1
ku gqwesa	1	0	0	0	1	0	1	0	0	1
kakhulu	1	0	0	0	0	0	1	0	0	1
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ngaphandle	0	0	0	0	0	0	0	0	0	0
catshulwa	0	0	0	0	0	0	0	0	0	0
ngokwemfuneko	0	1	0	0	0	0	0	0	0	0
ngokugqithiseleyo	0	0	0	0	0	0	0	0	0	0
ngokudlulisile	0	0	0	0	0	0	0	0	0	0
nziswano	1	0	0	0	0	0	0	0	0	1
i-excise	0	1	0	0	0	0	0	0	0	0
ukucabisa	0	0	0	0	0	0	0	0	0	0
ukukhutshwa	0	0	0	0	0	0	0	0	0	0
efanelekileyo	1	0	0	0	0	0	0	0	0	0
ukuchulumisa	1	0	1	1	0	1	1	0	1	0
vuyela	1	0	1	1	0	1	1	0	1	0
vuyiswa	1	0	0	1	0	0	1	0	1	1
uvuyo	1	0	0	1	0	0	1	0	1	0
ku vuyisa	1	0	0	1	0	0	1	0	1	0
bhala	0	0	0	0	0	0	0	0	1	0
ngaphandle	0	1	0	0	1	0	0	1	0	0
ngaphandle	0	1	0	0	0	0	0	1	0	0
ukukhutshwa	0	1	0	0	1	1	0	1	0	0
indle	0	1	0	0	1	0	0	0	0	0
ngaphandle	0	0	0	0	1	0	0	0	0	0
kakhulu	0	1	0	0	0	1	0	0	0	0
uhambo	0	0	0	0	0	0	0	0	0	0
sizathu	0	1	0	0	0	0	0	0	0	0
phumeza	0	0	0	0	0	0	0	0	0	0
kuqhutywa	0	1	1	0	0	1	0	1	0	1
umbulali	0	1	1	0	0	1	0	1	0	0
sigqeba	0	0	0	0	0	0	0	0	0	0
umphathi	0	0	0	0	0	0	0	0	0	1
exegesis	0	0	0	0	0	0	0	0	0	0
mzekelo	0	0	0	0	0	0	0	0	0	0
mzekelo	1	0	0	0	0	0	0	0	0	0
mzekelo	0	0	0	0	0	0	0	0	0	0
ku xolelwa	0	0	0	0	0	0	0	0	0	0
ukuxolelwa	1	0	0	0	0	0	0	0	0	0
ukusetyenziswa	0	0	0	0	0	0	0	0	0	0
sebenza	0	0	0	0	0	0	0	0	0	0
ukuzama	0	0	0	0	0	0	0	0	0	0
ukukhupha	0	0	0	0	0	0	0	0	0	0
ukukhupha	0	1	0	0	0	0	0	0	0	0
diniwe	0	1	0	0	0	0	0	1	0	0
ukudinwa	0	1	0	1	0	0	0	1	0	0
epheleleyo	0	0	0	0	0	0	0	0	0	1
bonise	0	0	0	0	0	0	0	0	0	0
mboniso	0	0	0	0	0	0	0	0	0	0
ngomsindo	1	0	0	0	0	0	1	0	1	0
bongoza	1	0	0	0	0	0	0	0	0	0
ngcebiso	1	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	1	1	1	0	0	1	0
ekuthinjweni	0	1	1	0	0	1	0	1	0	0
zikhoyo	0	0	0	0	0	0	0	0	0	0
ubukho	1	0	0	0	0	0	0	0	0	0
ekhoyo	0	0	0	0	0	0	0	0	0	0
ekhoyo	0	0	0	0	0	0	0	0	0	0
Phuma	0	0	0	0	0	0	0	0	0	0
ikhefu	0	0	0	0	0	0	0	0	0	0
kakhulu	0	0	0	0	0	0	0	0	0	0
ukukhwabanisa	0	1	0	0	0	1	0	1	0	0
exorcist	0	0	0	0	0	0	0	0	0	0
engaphandle	1	0	0	0	0	0	0	0	0	0
kwandisa	0	0	0	0	0	0	0	0	0	0
wandisa	0	0	0	0	0	0	0	0	0	0
esibhakabhakeni	0	0	0	0	0	0	0	0	0	0
ukwandiswa	0	0	0	0	0	0	0	0	0	0
zikhoyo	0	0	0	0	0	0	0	0	0	0
bavela ngaphandle	0	1	0	0	0	0	0	0	0	0
lindele	1	0	0	1	0	0	0	0	1	1
kulindeleke	0	0	0	1	0	0	0	0	0	0
lindele	0	0	0	1	0	0	0	0	0	0
kulindela	1	0	0	1	0	0	0	0	0	0
kulindeleke	0	0	0	1	0	0	0	0	0	0
lindele	0	0	0	1	0	0	0	0	0	0
ngokufanelekileyo	0	0	0	0	0	0	0	0	0	0
efanelekileyo	1	0	0	0	0	0	1	0	0	1
kha wuleza	0	0	0	0	0	0	0	0	0	0
uhambo	1	0	0	1	0	0	0	0	0	0
ngokukhawuleza	0	0	0	0	0	0	0	0	0	0
ukugxotha	0	1	1	0	1	1	0	1	0	0
inkcitho	0	1	0	0	0	0	0	0	0	0
indleko	0	0	0	0	0	0	0	0	0	0
indleko	0	1	0	0	0	0	0	0	0	0
kubiza	0	0	0	0	0	0	0	0	0	0
amava	0	0	0	0	0	0	0	0	0	0
ba namava	1	0	0	0	0	0	0	0	0	1
amava	0	0	0	0	0	0	0	0	0	0
uvavanyo	0	0	0	1	0	0	0	0	1	0
uvavanyo	0	0	0	0	0	0	0	0	0	0
umhloli	0	0	0	0	0	0	0	0	0	0
ingcali	1	0	0	0	0	0	0	0	0	1
ubuchule	1	0	0	0	0	0	0	0	0	1
kuphelelwa	0	0	0	0	0	0	0	0	0	0
siphele	0	1	0	0	0	0	0	1	0	0
iphelelwe yisikhathi	0	1	0	0	0	0	0	0	0	0
iphelelwe yisikhathi	0	0	0	0	0	0	0	0	0	0
cacisa	1	0	0	0	0	0	0	0	0	1
ngcaciso	0	0	0	0	0	0	0	0	0	0
cacisa	0	0	0	0	0	0	0	0	0	0
ukugxotha	0	1	1	0	0	0	0	0	0	0
ngcaciso	0	0	0	0	0	0	0	0	0	0
kuqhuma	0	1	1	0	0	1	0	1	1	0
ukuxhaphaza	0	0	0	0	0	0	0	0	0	0
kuhlola	0	0	0	1	0	0	0	0	0	0
umhloli	0	0	0	0	0	0	0	0	0	0
ukuqhuma	0	1	0	0	0	1	0	0	1	0
kuqhuma	0	1	1	1	0	1	0	0	1	0
ecacileyo	0	0	0	0	0	0	0	0	0	0
ku boniswa	0	0	0	0	0	0	0	0	0	0
ukuthumela ngaphandle	0	0	0	0	0	0	0	0	0	0
thunyelwa ngaphandle	0	0	0	0	0	0	0	0	0	0
ukubonisa	0	0	0	1	0	1	0	0	0	0
kuhleni	0	1	0	0	0	0	0	0	0	0
bonisa	0	0	0	0	0	0	0	0	0	0
utyalo	0	0	0	0	0	0	0	0	0	0
ukuchayeka	0	0	0	0	0	0	0	0	0	0
cacisa	0	0	0	0	0	0	0	0	0	0
ukubonisa	0	0	0	0	0	0	0	0	0	0
ibinzana	0	0	0	0	0	0	0	0	0	0
ngokucacileyo	0	0	0	0	0	0	0	0	0	0
kuhluthwa	0	1	0	0	0	0	0	0	0	0
ukuxothwa	0	1	1	0	1	1	0	1	0	0
kakhulu	1	0	0	0	0	0	1	0	0	0
kakhulu	1	0	0	0	0	0	0	0	0	0
ekhoyo	0	0	0	0	0	0	0	0	0	0
kwandisa	1	0	0	0	0	0	0	0	0	0
wandisa	0	0	0	0	0	0	0	0	0	0
kwandiswa	0	0	0	0	0	0	0	0	0	0
ukwandiswa	0	0	0	0	0	0	0	0	0	0
olubanzi	1	0	0	0	0	0	0	0	0	0
ubukhulu	0	0	0	0	0	0	0	0	0	0
ngaphandle	0	0	0	0	0	0	0	0	0	0
tsha balala	0	1	0	0	0	1	0	1	0	0
ku pheliswa	0	1	1	0	0	1	0	0	0	0
zangaphandle	0	0	0	0	0	0	0	0	0	0
ngaphandle	0	0	0	0	0	0	0	0	0	0
ziphela	0	1	0	0	0	0	0	1	0	0
kucima	0	1	1	0	0	0	0	0	0	0
eyongezelelweyo	1	0	0	0	0	0	0	0	0	0
catshulwa	0	0	0	0	0	0	0	0	0	0
kucima	0	0	0	0	0	0	0	0	0	0
ukukhutshwa	0	0	0	0	0	0	0	0	0	0
catshulwa	0	0	0	0	0	0	0	0	0	0
u kukhishwa	0	0	0	0	0	0	0	0	0	0
ukungacaluli	0	1	0	0	0	1	0	0	0	0
ezide	0	0	0	0	0	0	0	0	0	0
ngaphandle	0	0	0	0	0	0	0	0	0	0
engavamile	1	0	0	0	0	0	0	0	0	0
ukutshatyalaliswa	0	0	0	0	0	0	0	0	0	0
kakhulu	0	0	0	0	0	0	0	0	0	0
kakhulu	0	0	0	0	0	0	0	0	0	0
ekupheleni	0	1	0	0	0	0	0	0	0	0
kukhulula	1	0	0	1	0	0	0	0	0	0
i-extrinsic	0	0	0	0	0	0	0	0	0	0
extrusion	0	0	0	0	0	0	0	0	0	0
ukuzonwabisa	1	0	0	0	0	0	1	0	0	0
kukhululeka	0	0	0	0	0	0	0	0	0	0
iliso	0	0	0	0	0	0	0	0	0	0
i-eyeglass	0	0	0	0	0	0	0	0	0	0
iliso	0	0	0	0	0	0	0	0	0	0
ngamehlo	0	0	0	0	0	0	0	0	0	0
amehlo	0	0	0	0	0	0	0	0	0	0
ubungqina bokuzibonela	0	0	0	0	0	0	0	0	0	1
fable	0	0	0	0	0	0	0	0	0	0
umgubo	0	0	0	0	0	0	0	0	0	0
zenzele	0	1	0	0	0	0	0	0	0	0
zenziwe	0	0	0	0	0	0	0	0	0	0
yenziwe	0	1	0	0	0	0	0	0	0	1
umzobo	0	0	0	0	0	0	0	0	0	0
ubuso	0	0	0	0	0	0	0	0	0	0
ubume	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
ukuququzelela	1	0	0	0	0	0	0	0	0	0
indawo	0	0	0	0	0	0	0	0	0	0
jongene nayo	0	0	0	0	0	0	0	0	0	0
facsimile	0	0	0	0	0	0	0	0	0	0
nyaniso	0	0	0	0	0	0	0	0	0	1
iqela	0	0	0	0	0	0	0	0	0	0
into	0	0	0	0	0	0	0	0	0	0
mveliso	0	0	0	0	0	0	0	0	0	0
nyaniso	1	0	0	0	0	0	0	0	0	1
ubuchule	0	0	0	0	0	0	0	0	0	0
ubuchule	1	0	0	0	0	0	0	0	0	1
fad	0	0	0	0	0	0	0	0	0	0
iphela	0	1	0	0	0	0	0	0	0	0
yaphela	0	0	0	0	0	0	0	0	0	0
iifama	0	1	0	0	1	0	0	0	0	0
phu meleli	0	1	1	1	0	1	0	1	0	0
ukuhluleka	0	1	0	0	1	1	0	1	0	0
NO TRANSLATION	1	0	0	1	0	0	1	0	0	1
ukuphelelwa amandla	0	1	0	0	0	1	0	1	1	0
efanelekileyo	1	0	0	0	0	0	0	0	0	0
ngokufanelekileyo	1	0	0	0	0	0	0	0	0	1
fairway	0	0	0	0	0	0	0	0	0	0
fairy	0	0	0	0	0	0	0	0	0	0
ukholo	1	0	0	1	0	0	1	0	0	1
ethembekileyo	1	0	0	0	0	0	0	0	0	1
abangenalukholo	0	1	0	0	0	0	0	1	0	0
fake	0	1	0	0	0	0	0	0	0	0
ukuwa	0	1	0	0	0	0	0	1	0	0
buxoki	0	1	1	0	0	0	0	0	0	0
ukukhohlisa	0	1	0	0	0	0	0	0	0	0
apheli	0	1	0	0	0	0	0	0	0	0
ukuwa	0	1	0	0	0	0	0	1	0	0
kulala	0	1	0	0	0	0	0	0	0	0
buxoki	0	1	1	0	0	0	0	0	0	1
buxoki	0	1	0	0	0	0	0	0	0	0
ukunyaniseka	0	1	1	0	0	0	0	0	0	0
nga kholelwa	0	0	0	0	0	0	0	0	0	0
ukunyaniseka	0	1	0	0	1	0	0	0	0	0
ukuphosa	0	1	0	0	1	0	0	0	0	0
ukugqithisa	0	1	0	0	0	1	0	0	0	0
udumo	1	0	0	0	0	0	0	0	0	0
owaziwayo	0	0	0	0	0	0	0	0	0	0
qhe lekile	1	0	0	0	0	0	0	0	0	1
nolwazi	1	0	0	1	0	0	1	0	0	1
qhelana	0	0	0	0	0	0	0	0	0	0
indlala	0	1	0	0	0	0	0	1	0	0
edumileyo	1	0	0	0	0	0	0	0	0	0
nentsapho	1	0	0	0	0	0	0	0	0	0
umqhubi	0	0	0	0	0	0	0	0	0	0
nomoya onamandla	0	1	0	0	0	0	0	0	0	0
ukutshutshisa	0	0	0	0	0	1	0	0	0	0
ngqiqweni	0	0	0	0	0	0	0	0	0	0
ezintle	1	0	0	1	0	0	1	0	0	0
fandango	0	0	0	0	0	0	0	0	0	0
ngothando	1	0	0	1	0	0	1	0	1	0
NO TRANSLATION	0	0	0	0	0	1	0	0	0	0
fangs	0	0	0	0	0	1	0	0	0	0
ukugubha	0	0	0	0	0	0	0	0	0	0
fantasia	0	0	0	0	0	0	0	0	0	0
fantasy	0	0	0	0	0	0	0	0	0	0
kude	0	1	0	0	0	0	0	0	0	0
i-farcical	0	1	0	0	1	0	0	0	0	0
